id,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,goal
82,-200,26,-0.13,0.09,0.72,0.6,-10,-6,-0.009,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0007
83,48,-12,0.21,0.01,0.47,0.4,-11,4,0.002,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
84,70,-11,0.22,0.01,0.45,0.5,-11,4,0.001,-0.1,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
85,-136,-11,-0.25,-0.01,0.64,0.6,-10,2,-0.008,1.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
86,-90,-16,-0.35,0.03,0.59,-0.3,-11,3,0.003,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
87,350,8,0.32,0.02,0.19,-0.2,-11,3,0.003,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
88,371,15,0.34,0.11,0.20,0.3,-11,-5,0.001,-1.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0010
89,59,33,-0.32,0.11,0.50,0.5,-10,-8,-0.016,0.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0007
90,-5,32,-0.37,0.01,0.51,-0.9,-12,3,0.011,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
91,249,41,0.26,0.01,0.28,-1.2,-12,5,0.012,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
92,347,51,0.45,0.10,0.20,-0.5,-11,3,0.005,-0.8,0.020,0.020,0.020,0.020,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0010
93,198,62,0.40,0.17,0.39,0.7,-10,-14,-0.017,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0009
94,-375,55,-0.17,0.15,0.91,1.1,-10,-14,-0.011,0.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0008
95,-571,43,-0.31,0.06,1.08,0.7,-10,-12,-0.005,0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.002,0.000,0.6,0.019,-0.0007
96,-347,-13,0.03,0.01,0.82,-0.7,-12,5,0.009,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
97,-318,-16,0.09,0.01,0.79,-0.7,-12,5,0.008,-0.1,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
98,-187,-27,0.14,0.02,0.69,-0.2,-11,1,-0.007,0.8,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
99,472,3,-0.13,0.04,0.09,-0.5,-11,1,-0.002,-0.2,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
100,380,40,0.16,0.08,0.19,-0.7,-12,-3,0.007,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0009
101,231,58,0.11,0.11,0.33,0.1,-11,-7,-0.009,-0.2,0.020,0.020,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0008
102,-447,49,-0.18,0.08,0.96,-0.5,-11,-12,-0.002,0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.6,0.019,-0.0007
103,-410,33,-0.11,0.01,0.87,-0.8,-12,5,0.010,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
104,-195,16,0.18,-0.05,0.66,-0.7,-12,10,0.009,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0009
105,13,13,-0.32,0.05,0.51,-0.6,-11,1,-0.004,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
106,118,17,-0.10,0.03,0.40,-1.7,-13,4,0.009,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
107,195,21,0.12,0.01,0.33,-1.7,-13,5,0.014,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
108,314,32,0.40,0.02,0.22,-0.9,-12,4,0.007,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
109,335,48,0.39,0.10,0.24,0.3,-11,-9,-0.008,-0.4,0.020,0.020,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.019,-0.0010
110,42,58,0.07,0.17,0.53,1.0,-10,-15,-0.016,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0009
111,-45,58,-0.03,0.17,0.61,1.0,-10,-15,-0.016,-0.1,0.020,0.020,0.020,0.020,0.020,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0008
112,-337,50,-0.23,0.06,0.86,0.7,-10,-12,-0.002,0.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.6,0.019,-0.0006
113,-110,22,0.26,0.01,0.60,0.5,-11,4,0.007,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
114,-57,19,0.31,0.15,0.59,1.1,-10,-6,-0.010,-2.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0008
115,-187,14,0.06,0.02,0.68,1.5,-9,2,-0.009,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
116,-182,11,-0.01,0.03,0.68,1.5,-9,-2,-0.009,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
117,138,0,0.18,0.01,0.38,1.4,-10,2,0.001,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
118,195,35,-0.34,0.04,0.33,-0.4,-11,1,0.003,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
119,377,67,0.43,0.05,0.18,-0.3,-11,-4,0.010,0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0008
120,366,71,0.48,0.07,0.19,0.0,-11,-3,0.009,-0.3,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0009
121,-342,78,-0.13,0.16,0.88,1.6,-9,-15,-0.013,0.0,0.019,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0008
122,-511,70,-0.27,0.16,1.03,1.3,-10,-15,-0.012,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.001,0.000,-0.002,0.000,0.6,0.020,-0.0007
123,-556,53,-0.31,0.03,1.02,0.8,-10,0,0.003,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.5,0.018,-0.0006
124,-152,17,0.14,-0.05,0.62,0.2,-11,10,0.009,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0007
125,-56,16,0.22,-0.05,0.53,0.4,-11,10,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0008
126,40,24,-0.34,0.04,0.47,-0.3,-11,1,0.003,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
127,249,47,0.29,0.04,0.28,-0.5,-11,2,0.004,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
128,61,59,0.10,0.11,0.49,0.5,-10,-9,-0.010,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0010
129,-129,58,-0.16,0.12,0.66,0.5,-11,-10,-0.013,0.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.020,-0.0007
130,-236,42,-0.17,0.02,0.72,-0.6,-12,3,0.009,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
131,-145,33,0.12,0.02,0.63,-0.7,-12,4,0.011,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
132,-65,27,0.25,0.04,0.57,0.4,-11,1,-0.003,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
133,-115,20,-0.21,0.05,0.62,0.7,-10,-2,-0.009,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
134,-68,10,-0.11,0.04,0.57,-0.6,-12,2,0.006,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
135,57,9,0.10,-0.02,0.43,-0.7,-12,9,0.009,-0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0008
136,159,11,0.19,-0.04,0.34,-0.5,-11,9,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0009
137,187,27,-0.04,0.06,0.35,0.2,-11,-2,-0.008,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
138,158,41,-0.18,0.05,0.37,-0.6,-12,-1,-0.001,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
139,289,68,0.34,0.03,0.24,-0.2,-11,2,0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
140,309,74,0.39,0.03,0.23,0.3,-11,1,0.003,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
141,-120,94,-0.36,0.12,0.65,0.4,-11,-9,-0.008,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0007
142,-187,88,-0.40,0.02,0.68,-0.5,-11,-1,0.007,0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
143,-32,78,0.27,0.03,0.53,-0.9,-12,3,0.011,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
144,17,78,0.43,0.04,0.49,-0.2,-11,2,0.005,-0.3,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.5,0.018,-0.0008
145,-456,55,0.11,0.04,0.93,1.6,-9,-3,-0.009,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
146,-469,16,-0.40,0.00,0.92,0.8,-10,4,-0.007,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0007
147,-257,-16,-0.58,0.04,1.15,0.1,-10,2,-0.010,-0.6,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.9,0.031,-0.0007
148,-89,-29,-0.22,-0.01,0.93,-2.1,-12,6,0.020,0.0,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.029,-0.0009
149,87,-24,0.37,0.06,0.75,-0.8,-11,-2,0.001,-0.2,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.9,0.030,-0.0010
150,107,-20,0.31,0.03,0.71,0.3,-10,2,-0.006,-0.4,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.029,-0.0013
151,4,-14,-0.12,0.12,0.85,0.8,-9,-8,-0.019,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.9,0.031,-0.0008
152,156,-13,-0.14,0.00,0.61,-0.9,-11,5,0.007,-0.1,0.028,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0009
153,2,1,0.12,0.15,0.83,-1.0,-11,-10,0.004,0.0,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.030,-0.0008
154,-85,-4,0.22,0.03,0.82,-0.5,-10,8,0.003,-1.4,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0010
155,-20,-2,-0.16,0.09,0.80,0.2,-10,-6,-0.008,-0.1,0.027,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.028,-0.0009
156,-129,-5,-0.23,0.09,0.90,-0.4,-10,-5,0.001,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0007
157,233,-6,0.23,0.12,0.55,-0.7,-11,-10,0.007,-0.8,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0009
158,75,1,0.28,0.21,0.73,0.0,-10,-17,-0.005,-0.9,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.029,-0.0010
159,-155,0,0.20,0.20,0.95,0.4,-10,-16,-0.009,-0.3,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.029,-0.0011
160,-330,-17,-0.18,0.02,1.03,0.5,-9,5,-0.016,-1.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0007
161,-156,-31,-0.19,-0.01,0.85,-0.5,-10,5,0.011,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0005
162,-42,-34,0.11,-0.13,0.69,-0.6,-11,11,0.017,1.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.023,-0.0007
163,117,-28,0.45,0.07,0.60,0.6,-9,-4,0.004,0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0008
164,25,-26,0.46,0.10,0.70,1.5,-9,-7,-0.006,-0.5,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.026,0.026,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0009
